"YR","DOY","HR","Time.id","USTAR_1","WS_1","W_SIGMA_1","MO_LENGTH_1","WD_1","z0d","hc","zm_1"
2011,6,7,2011.014458,0.41,1.834,-9999,531.268154859398,40.663,-9999,-9999,32
2011,6,7.5,2011.014515,0.385,1.886,-9999,331.369392629985,49.58,-9999,-9999,32
2011,6,8,2011.014572,0.378,2.194,-9999,466.786696058761,51.991,-9999,-9999,32
2011,6,8.5,2011.014629,0.38,2.086,-9999,382.634202774556,52.535,-9999,-9999,32
2011,6,9,2011.014686,0.368,1.692,-9999,367.698482330473,49.929,-9999,-9999,32
2011,6,9.5,2011.014743,0.435,2.215,-9999,784.723498219316,48.714,-9999,-9999,32
2011,6,10,2011.0148,0.495,2.158,-9999,785.033037618933,57.62,-9999,-9999,32
2011,6,10.5,2011.014857,0.448,2.038,-9999,2600.05105918844,66.038,-9999,-9999,32
2011,6,11,2011.014913,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,6,11.5,2011.01497,0.586,2.384,-9999,-4456.86300772556,67.467,-9999,-9999,32
2011,6,12,2011.015027,0.553,2.552,-9999,-1419.47998237443,66.629,-9999,-9999,32
2011,6,12.5,2011.015084,0.625,2.857,-9999,-646.628523067595,68.228,-9999,-9999,32
2011,6,13,2011.015141,0.692,3.29,-9999,-839.202933085156,82.857,-9999,-9999,32
2011,6,13.5,2011.015198,0.691,3.141,-9999,-870.433109849277,79.912,-9999,-9999,32
2011,6,14,2011.015255,0.667,3.329,-9999,-1044.57379677365,87.382,-9999,-9999,32
2011,6,14.5,2011.015312,0.613,2.358,-9999,-582.469398056689,102.923,-9999,-9999,32
2011,6,15,2011.015369,0.686,2.786,-9999,-805.897508208624,106.253,-9999,-9999,32
2011,6,15.5,2011.015426,0.765,3.252,-9999,-1100.35418584708,108.65,-9999,-9999,32
2011,6,16,2011.015483,0.956,3.976,-9999,-871.842224557891,105.544,-9999,-9999,32
2011,6,16.5,2011.01554,0.77,3.185,-9999,-1603.59859110522,105.512,-9999,-9999,32
2011,6,17,2011.015597,0.754,3.111,-9999,-2306.8612177249,112.379,-9999,-9999,32
2011,6,17.5,2011.015653,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,6,18,2011.01571,0.65,2.734,-9999,9774.42657728945,103.799,-9999,-9999,32
2011,6,18.5,2011.015767,0.601,3.206,-9999,2545.07173730754,104.035,-9999,-9999,32
2011,6,19,2011.015824,0.761,3.519,-9999,4555.73917204702,96.98,-9999,-9999,32
2011,6,19.5,2011.015881,0.824,3.641,-9999,-6863.86038147893,107.711,-9999,-9999,32
2011,6,20,2011.015938,0.684,3.304,-9999,7902.710817988,100.684,-9999,-9999,32
2011,6,20.5,2011.015995,0.86,3.496,-9999,-8515.1101258472,96.526,-9999,-9999,32
2011,6,21,2011.016052,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,6,21.5,2011.016109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,6,22,2011.016166,0.674,3.032,-9999,-8547.53375103946,89.584,-9999,-9999,32
2011,6,22.5,2011.016223,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,6,23,2011.01628,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,6,23.5,2011.016337,0.647,3.202,-9999,-10965.8999095921,120.946,-9999,-9999,32
